Record_Time,Temperature,Speed,Vibration,Current
2024-07-30 16:34:26.000,77.1,1789.2,6.3,12.0
2024-07-30 16:35:26.000,77.6,1574.8,5.6,10.0
2024-07-30 16:36:26.000,72.1,1619.8,3.4,15.0
2024-07-30 16:37:26.000,74.9,2247.7,5.8,11.6
2024-07-30 16:38:26.000,85.7,1417.5,5.9,9.5
2024-07-30 16:39:26.000,83.6,1404.7,5.1,8.4
2024-07-30 16:40:26.000,77.2,1535.0,6.6,8.1
2024-07-30 16:41:26.000,75.2,1821.5,5.2,10.7
2024-07-30 16:42:26.000,75.6,1048.0,3.6,9.0
2024-07-30 16:43:26.000,78.1,910.3,5.4,13.3
2024-07-30 16:44:26.000,69.9,1323.9,5.2,12.9
2024-07-30 16:45:26.000,73.7,1009.8,4.4,11.3
2024-07-30 16:46:26.000,66.7,1372.6,5.6,7.6
2024-07-30 16:47:26.000,77.0,1650.7,3.3,8.7
2024-07-30 16:48:26.000,78.2,1232.8,6.0,12.5
2024-07-30 16:49:26.000,72.6,1072.0,4.1,8.9
2024-07-30 16:50:26.000,82.9,1520.8,4.0,12.2
2024-07-30 16:51:26.000,68.9,1758.8,4.9,10.9
2024-07-30 16:52:26.000,67.7,991.5,5.4,10.1
2024-07-30 16:53:26.000,76.1,1746.1,5.2,8.6
2024-07-30 16:54:26.000,80.2,1745.2,4.3,9.8
2024-07-30 16:55:26.000,83.4,1786.2,4.5,10.4
2024-07-30 16:56:26.000,72.7,1865.5,3.9,12.1
2024-07-30 16:57:26.000,80.4,2160.6,4.8,8.2
2024-07-30 16:58:26.000,74.8,1393.2,6.1,9.5
2024-07-30 16:59:26.000,74.1,1532.9,5.0,10.1
2024-07-30 17:00:26.000,79.4,1375.1,5.9,11.3
2024-07-30 17:01:26.000,78.3,1500.6,6.5,8.2
2024-07-30 17:02:26.000,67.1,1959.9,4.4,7.4
2024-07-30 17:03:26.000,82.4,1096.5,4.8,11.3
2024-07-30 17:04:26.000,81.9,1241.7,7.2,7.0
2024-07-30 17:05:26.000,71.9,1913.2,6.4,12.6
2024-07-30 17:06:26.000,77.0,1806.0,3.3,9.7
2024-07-30 17:07:26.000,77.5,1391.1,5.4,6.9
2024-07-30 17:08:26.000,76.3,1756.3,5.0,9.0
2024-07-30 17:09:26.000,72.2,1602.4,5.8,10.8
2024-07-30 17:10:26.000,71.6,1950.1,4.3,8.9
2024-07-30 17:11:26.000,74.9,1522.4,4.2,10.0
2024-07-30 17:12:26.000,80.9,1807.7,4.3,11.5
2024-07-30 17:13:26.000,77.7,2292.6,4.4,9.6
2024-07-30 17:14:26.000,73.1,1679.4,5.8,8.1
2024-07-30 17:15:26.000,78.9,1514.8,3.8,9.4
2024-07-30 17:16:26.000,60.8,1716.7,4.4,12.8
2024-07-30 17:17:26.000,80.7,1390.4,3.2,13.4
2024-07-30 17:18:26.000,66.3,2216.4,6.0,6.0
2024-07-30 17:19:26.000,73.2,1554.0,6.3,12.2
2024-07-30 17:20:26.000,69.4,1418.1,4.7,10.5
2024-07-30 17:21:26.000,68.5,1249.3,4.7,11.8
2024-07-30 17:22:26.000,80.8,1829.2,5.5,8.9
2024-07-30 17:23:26.000,72.7,1760.2,6.5,6.5
2024-07-30 17:24:26.000,76.7,1350.8,5.4,11.2
2024-07-30 17:25:26.000,74.8,1672.9,4.3,8.1
2024-07-30 17:26:26.000,77.4,1047.4,3.4,7.2
2024-07-30 17:27:26.000,75.4,1555.5,3.9,7.4
2024-07-30 17:28:26.000,68.6,1635.8,5.1,11.2
2024-07-30 17:29:26.000,80.0,2012.2,4.3,10.3
2024-07-30 17:30:26.000,72.5,1268.8,5.2,11.6
2024-07-30 17:31:26.000,67.2,1116.5,4.4,11.3
2024-07-30 17:32:26.000,72.9,1231.4,3.9,9.2
2024-07-30 17:33:26.000,82.5,1099.0,3.8,9.9
2024-07-30 17:34:26.000,79.3,1901.0,6.6,9.0
2024-07-30 17:35:26.000,73.3,1964.6,5.9,9.6
2024-07-30 17:36:26.000,73.3,1596.1,6.7,8.1
2024-07-30 17:37:26.000,73.4,1866.4,5.5,10.8
2024-07-30 17:38:26.000,85.4,1540.2,4.6,12.2
2024-07-30 17:39:26.000,76.9,1471.5,6.3,8.4
2024-07-30 17:40:26.000,77.2,1400.1,5.0,12.6
2024-07-30 17:41:26.000,80.2,1406.9,5.2,10.2
2024-07-30 17:42:26.000,76.2,1035.7,5.0,10.5
2024-07-30 17:43:26.000,73.7,1579.3,2.1,6.6
2024-07-30 17:44:26.000,74.0,1487.9,6.6,6.4
2024-07-30 17:45:26.000,74.6,1723.6,5.5,10.3
2024-07-30 17:46:26.000,74.8,1528.1,5.3,11.6
2024-07-30 17:47:26.000,78.6,1451.2,4.9,8.7
2024-07-30 17:48:26.000,75.3,1238.6,5.2,13.3
2024-07-30 17:49:26.000,78.7,1521.6,4.4,11.5
2024-07-30 17:50:26.000,74.6,1721.5,5.6,8.2
2024-07-30 17:51:26.000,75.4,1157.0,3.7,10.1
2024-07-30 17:52:26.000,65.0,1526.2,5.2,15.0
2024-07-30 17:53:26.000,79.6,1569.9,5.6,7.5
2024-07-30 17:54:26.000,76.7,1284.6,4.8,11.1
2024-07-30 17:55:26.000,80.0,1323.6,5.4,9.4
2024-07-30 17:56:26.000,60.5,1569.2,4.0,11.4
2024-07-30 17:57:26.000,85.4,1160.0,4.0,12.5
2024-07-30 17:58:26.000,74.3,1605.0,5.2,9.2
2024-07-30 17:59:26.000,80.5,1231.4,5.7,12.2
2024-07-30 18:00:26.000,69.8,1818.9,3.1,14.4
2024-07-30 18:01:26.000,78.1,2201.3,5.5,10.1
2024-07-30 18:02:26.000,69.7,1241.8,4.5,11.6
2024-07-30 18:03:26.000,71.9,1660.3,4.8,8.8
2024-07-30 18:04:26.000,84.6,1282.0,3.7,10.0
2024-07-30 18:05:26.000,74.0,1812.3,4.1,9.6
2024-07-30 18:06:26.000,76.1,1120.4,6.0,11.6
2024-07-30 18:07:26.000,79.4,1644.2,5.0,12.4
2024-07-30 18:08:26.000,77.5,1238.1,4.6,9.8
2024-07-30 18:09:26.000,75.8,1437.9,4.9,13.1
2024-07-30 18:10:26.000,76.8,1190.7,5.5,13.1
2024-07-30 18:11:26.000,87.0,1746.7,5.4,11.7
2024-07-30 18:12:26.000,74.7,1248.9,4.9,9.0
2024-07-30 18:13:26.000,76.0,1665.6,6.1,8.8
2024-07-30 18:14:26.000,80.3,1396.8,6.0,8.4
2024-07-30 18:15:26.000,80.5,1465.7,5.4,11.9
2024-07-30 18:16:26.000,80.9,1544.3,5.1,7.6
2024-07-30 18:17:26.000,78.2,1271.5,5.7,11.4
2024-07-30 18:18:26.000,69.3,1563.1,5.3,7.8
2024-07-30 18:19:26.000,83.2,1959.1,6.1,11.6
2024-07-30 18:20:26.000,69.3,1266.6,5.9,10.0
2024-07-30 18:21:26.000,76.5,1851.5,4.0,12.7
2024-07-30 18:22:26.000,71.2,1949.4,3.9,12.3
2024-07-30 18:23:26.000,74.7,1255.2,4.3,12.9
2024-07-30 18:24:26.000,76.6,1063.5,6.0,12.9
2024-07-30 18:25:26.000,76.6,1590.6,3.4,10.3
2024-07-30 18:26:26.000,77.1,1335.8,5.4,7.7
2024-07-30 18:27:26.000,83.1,2060.6,5.4,7.9
2024-07-30 18:28:26.000,77.3,1510.4,6.2,5.8
2024-07-30 18:29:26.000,73.8,1259.3,5.2,7.8
2024-07-30 18:30:26.000,79.8,1155.9,3.7,10.1
2024-07-30 18:31:26.000,80.9,1827.0,4.0,8.9
2024-07-30 18:32:26.000,68.9,1328.6,3.8,9.6
2024-07-30 18:33:26.000,78.0,1513.1,4.5,11.0
2024-07-30 18:34:26.000,78.5,1786.7,4.8,9.4
2024-07-30 18:35:26.000,73.5,1354.7,3.8,7.8
2024-07-30 18:36:26.000,81.9,1486.2,6.5,9.9
2024-07-30 18:37:26.000,74.2,1495.0,3.7,8.2
2024-07-30 18:38:26.000,75.6,1705.0,6.3,9.5
2024-07-30 18:39:26.000,74.1,1677.2,6.2,12.7
2024-07-30 18:40:26.000,75.1,1434.0,5.9,9.5
2024-07-30 18:41:26.000,69.5,1519.1,4.3,13.5
2024-07-30 18:42:26.000,67.8,1388.5,5.3,12.9
2024-07-30 18:43:26.000,83.0,1056.7,3.7,8.8
2024-07-30 18:44:26.000,70.8,1577.3,5.9,7.8
2024-07-30 18:45:26.000,70.0,2067.7,4.9,9.9
2024-07-30 18:46:26.000,64.2,1234.9,4.6,12.3
2024-07-30 18:47:26.000,71.8,1268.1,3.8,9.0
2024-07-30 18:48:26.000,68.4,1238.8,2.5,11.8
2024-07-30 18:49:26.000,83.2,1717.4,4.0,12.4
2024-07-30 18:50:26.000,80.0,1634.5,6.1,8.5
2024-07-30 18:51:26.000,71.6,1452.4,4.6,8.6
2024-07-30 18:52:26.000,86.3,1224.6,4.8,11.4
2024-07-30 18:53:26.000,79.9,1527.7,5.7,10.3
2024-07-30 18:54:26.000,73.4,1030.6,6.8,8.6
2024-07-30 18:55:26.000,62.5,1543.0,6.3,9.3
2024-07-30 18:56:26.000,86.5,1761.5,4.0,9.9
2024-07-30 18:57:26.000,68.1,1124.6,3.1,6.9
2024-07-30 18:58:26.000,66.8,1040.2,7.4,11.5
2024-07-30 18:59:26.000,80.1,1973.8,7.3,9.0
2024-07-30 19:00:26.000,87.2,1316.5,5.2,4.4
2024-07-30 19:01:26.000,81.9,1840.8,3.7,10.0
2024-07-30 19:02:26.000,77.8,1453.8,6.0,8.5
2024-07-30 19:03:26.000,78.0,1451.4,4.9,13.4
2024-07-30 19:04:26.000,79.3,1631.5,4.9,8.8
2024-07-30 19:05:26.000,78.8,1234.8,5.9,7.8
2024-07-30 19:06:26.000,76.4,1539.7,5.3,11.0
2024-07-30 19:07:26.000,75.5,1385.6,3.8,8.7
2024-07-30 19:08:26.000,74.7,1103.9,4.7,8.4
2024-07-30 19:09:26.000,71.2,1601.2,5.7,11.0
2024-07-30 19:10:26.000,73.6,1421.0,5.5,7.9
2024-07-30 19:11:26.000,66.5,1452.9,5.3,7.1
2024-07-30 19:12:26.000,74.5,1137.0,5.9,13.5
2024-07-30 19:13:26.000,70.1,1977.4,4.6,11.2
2024-07-30 19:14:26.000,69.5,1763.0,5.2,9.5
2024-07-30 19:15:26.000,75.9,1789.2,1.6,10.0
2024-07-30 19:16:26.000,82.0,1408.4,4.6,11.0
2024-07-30 19:17:26.000,79.6,981.2,5.8,11.9
2024-07-30 19:18:26.000,67.1,2085.9,4.6,8.5
2024-07-30 19:19:26.000,70.1,1481.7,4.5,10.7
2024-07-30 19:20:26.000,79.7,1275.4,4.0,9.0
2024-07-30 19:21:26.000,70.1,1625.0,6.0,9.6
2024-07-30 19:22:26.000,73.9,1850.1,5.5,10.3
2024-07-30 19:23:26.000,77.8,1493.1,5.8,10.0
2024-07-30 19:24:26.000,70.2,1883.6,3.3,11.5
2024-07-30 19:25:26.000,75.5,1824.9,4.8,11.0
2024-07-30 19:26:26.000,68.3,1177.1,4.7,7.0
2024-07-30 19:27:26.000,72.0,1297.9,4.7,7.3
2024-07-30 19:28:26.000,76.6,1787.3,4.4,9.3
2024-07-30 19:29:26.000,67.0,686.2,4.7,13.7
2024-07-30 19:30:26.000,77.2,1455.2,5.8,8.3
2024-07-30 19:31:26.000,74.9,1070.8,3.1,9.6
2024-07-30 19:32:26.000,77.8,1357.0,6.8,8.9
2024-07-30 19:33:26.000,76.1,1410.4,5.5,8.9
2024-07-30 19:34:26.000,81.8,1392.5,5.0,10.4
2024-07-30 19:35:26.000,75.6,1334.3,5.9,12.8
2024-07-30 19:36:26.000,72.9,1170.9,3.5,10.9
2024-07-30 19:37:26.000,75.6,2187.6,4.3,8.4
2024-07-30 19:38:26.000,77.7,2060.2,4.9,15.5
2024-07-30 19:39:26.000,75.2,1151.4,6.4,10.2
2024-07-30 19:40:26.000,75.2,1974.6,5.0,8.8
2024-07-30 19:41:26.000,71.5,1380.2,5.5,12.8
2024-07-30 19:42:26.000,71.7,1538.8,4.4,9.1
2024-07-30 19:43:26.000,68.0,1481.0,5.5,13.3
2024-07-30 19:44:26.000,83.7,1302.1,6.7,8.3
2024-07-30 19:45:26.000,68.8,1795.2,6.0,12.9
2024-07-30 19:46:26.000,71.5,1537.8,4.9,10.4
2024-07-30 19:47:26.000,71.4,1357.0,5.7,12.6
2024-07-30 19:48:26.000,79.5,1108.6,5.6,13.8
2024-07-30 19:49:26.000,73.5,1231.9,5.5,7.7
2024-07-30 19:50:26.000,81.2,1007.6,6.1,12.6
2024-07-30 19:51:26.000,71.6,1503.7,6.1,7.2
2024-07-30 19:52:26.000,76.4,1141.0,4.9,7.9
2024-07-30 19:53:26.000,70.8,1420.3,5.6,8.4
2024-07-30 19:54:26.000,85.7,1911.0,4.6,11.0
2024-07-30 19:55:26.000,69.1,1859.8,4.1,10.1
2024-07-30 19:56:26.000,76.5,1490.3,4.7,9.7
2024-07-30 19:57:26.000,78.2,1473.9,4.9,10.3
2024-07-30 19:58:26.000,77.1,2064.0,3.3,11.2
2024-07-30 19:59:26.000,74.1,1656.2,5.9,11.3
2024-07-30 20:00:26.000,74.4,1401.7,2.2,12.2
2024-07-30 20:01:26.000,75.2,1072.2,7.7,13.6
2024-07-30 20:02:26.000,74.3,1618.2,6.5,10.0
2024-07-30 20:03:26.000,79.8,1748.8,4.7,9.0
2024-07-30 20:04:26.000,86.1,1310.5,5.0,11.2
2024-07-30 20:05:26.000,72.2,1587.4,5.3,7.7
2024-07-30 20:06:26.000,68.2,1390.9,4.4,8.6
2024-07-30 20:07:26.000,74.6,1444.8,5.2,12.0
2024-07-30 20:08:26.000,87.9,753.7,4.9,9.8
2024-07-30 20:09:26.000,71.0,1433.5,4.9,7.6
2024-07-30 20:10:26.000,83.2,1790.8,5.2,7.0
2024-07-30 20:11:26.000,83.4,1310.6,3.7,10.1
2024-07-30 20:12:26.000,72.2,1515.8,5.0,12.3
2024-07-30 20:13:26.000,77.8,1273.2,5.2,12.3
2024-07-30 20:14:26.000,83.1,1608.1,5.1,10.2
2024-07-30 20:15:26.000,73.1,1435.0,4.8,14.0
2024-07-30 20:16:26.000,74.0,1218.2,6.1,9.8
2024-07-30 20:17:26.000,72.1,1899.8,4.6,9.7
2024-07-30 20:18:26.000,69.9,1778.7,5.2,4.9
2024-07-30 20:19:26.000,71.8,1318.5,6.3,9.1
2024-07-30 20:20:26.000,68.9,1649.3,4.9,11.7
2024-07-30 20:21:26.000,75.2,1661.2,5.2,13.1
2024-07-30 20:22:26.000,71.2,1692.7,4.9,8.3
2024-07-30 20:23:26.000,76.2,991.7,6.2,10.9
2024-07-30 20:24:26.000,67.2,1802.0,4.7,12.1
2024-07-30 20:25:26.000,76.7,1329.1,6.3,10.0
2024-07-30 20:26:26.000,79.2,1392.7,4.9,5.4
2024-07-30 20:27:26.000,65.0,2291.4,4.1,10.5
2024-07-30 20:28:26.000,76.9,1590.6,5.7,11.5
2024-07-30 20:29:26.000,81.1,1384.1,4.7,8.1
2024-07-30 20:30:26.000,69.0,838.4,5.6,9.5
2024-07-30 20:31:26.000,83.4,1916.9,2.3,7.7
2024-07-30 20:32:26.000,77.1,1096.4,5.0,4.9
2024-07-30 20:33:26.000,71.5,1199.0,4.5,12.1
2024-07-30 20:34:26.000,74.7,1400.6,3.9,10.0
2024-07-30 20:35:26.000,77.8,1924.9,4.4,13.2
2024-07-30 20:36:26.000,75.4,1732.0,4.4,11.7
2024-07-30 20:37:26.000,77.7,1452.6,5.0,9.3
2024-07-30 20:38:26.000,70.4,1592.5,3.6,9.8
2024-07-30 20:39:26.000,75.8,1319.9,5.3,11.1
2024-07-30 20:40:26.000,67.9,1541.9,6.4,11.9
2024-07-30 20:41:26.000,74.4,1522.0,5.3,10.6
2024-07-30 20:42:26.000,70.5,1790.6,5.8,12.2
2024-07-30 20:43:26.000,71.3,1790.2,6.1,9.4
2024-07-30 20:44:26.000,81.2,1648.2,6.2,8.0
2024-07-30 20:45:26.000,80.5,1391.3,6.9,9.9
2024-07-30 20:46:26.000,78.0,1722.5,4.5,10.4
2024-07-30 20:47:26.000,69.5,1472.4,4.3,7.6
2024-07-30 20:48:26.000,73.4,1175.4,5.8,7.3
2024-07-30 20:49:26.000,81.1,1379.0,5.7,10.9
2024-07-30 20:50:26.000,75.7,1525.4,5.8,9.2
2024-07-30 20:51:26.000,86.6,1773.1,6.9,9.7
2024-07-30 20:52:26.000,77.0,1444.9,5.0,9.3
2024-07-30 20:53:26.000,76.0,1137.2,5.4,13.0
2024-07-30 20:54:26.000,73.5,1517.0,4.0,12.5
2024-07-30 20:55:26.000,75.7,1534.0,7.1,7.5
2024-07-30 20:56:26.000,74.2,1555.8,4.7,8.9
2024-07-30 20:57:26.000,78.5,1776.0,4.7,11.7
2024-07-30 20:58:26.000,79.8,1805.7,4.7,11.2
2024-07-30 20:59:26.000,71.1,1321.7,4.4,9.9
2024-07-30 21:00:26.000,68.3,1315.2,4.3,7.7
2024-07-30 21:01:26.000,65.8,1187.9,4.5,8.6
2024-07-30 21:02:26.000,77.5,1709.6,3.6,9.0
2024-07-30 21:03:26.000,69.5,1934.6,4.2,10.6
2024-07-30 21:04:26.000,64.2,1405.5,6.9,13.4
2024-07-30 21:05:26.000,76.9,1427.6,5.7,8.6
2024-07-30 21:06:26.000,87.5,1940.0,5.9,7.9
2024-07-30 21:07:26.000,75.0,1651.7,6.2,9.8
2024-07-30 21:08:26.000,79.2,1630.9,6.8,12.1
2024-07-30 21:09:26.000,75.4,1142.7,3.2,7.1
2024-07-30 21:10:26.000,74.5,1703.6,3.8,12.9
2024-07-30 21:11:26.000,79.6,1221.3,4.2,9.7
2024-07-30 21:12:26.000,73.5,1159.8,4.5,8.5
2024-07-30 21:13:26.000,76.3,1396.0,4.7,6.8
2024-07-30 21:14:26.000,76.6,1324.3,4.6,11.4
2024-07-30 21:15:26.000,71.7,1433.5,5.2,9.7
2024-07-30 21:16:26.000,80.0,1067.7,5.0,10.3
2024-07-30 21:17:26.000,74.1,1787.6,4.3,8.2
2024-07-30 21:18:26.000,71.2,1838.3,2.8,9.4
2024-07-30 21:19:26.000,77.7,915.8,4.0,9.0
2024-07-30 21:20:26.000,70.5,1793.5,4.5,9.8
2024-07-30 21:21:26.000,75.1,1256.8,4.8,8.7
2024-07-30 21:22:26.000,75.0,1757.1,3.9,6.9
2024-07-30 21:23:26.000,80.4,1479.5,4.5,15.5
2024-07-30 21:24:26.000,77.4,1508.6,3.9,7.3
2024-07-30 21:25:26.000,74.9,1444.5,4.9,10.4
2024-07-30 21:26:26.000,79.1,1863.6,3.9,6.5
2024-07-30 21:27:26.000,82.0,1128.1,4.2,6.0
2024-07-30 21:28:26.000,77.8,1682.4,3.7,10.2
2024-07-30 21:29:26.000,75.1,1830.4,4.8,10.3
2024-07-30 21:30:26.000,68.4,1714.9,4.1,12.5
2024-07-30 21:31:26.000,69.7,2197.4,5.9,10.8
2024-07-30 21:32:26.000,73.5,1341.3,5.4,9.7
2024-07-30 21:33:26.000,72.0,1787.2,4.9,8.1
2024-07-30 21:34:26.000,74.1,1468.2,4.2,13.0
2024-07-30 21:35:26.000,75.3,1870.0,5.4,11.9
2024-07-30 21:36:26.000,77.6,1497.7,5.7,7.5
2024-07-30 21:37:26.000,74.6,1383.6,5.1,10.1
2024-07-30 21:38:26.000,77.4,1891.8,6.6,10.3
2024-07-30 21:39:26.000,75.3,1352.5,5.5,9.3
2024-07-30 21:40:26.000,65.1,1076.2,5.9,11.5
2024-07-30 21:41:26.000,70.3,1344.9,5.1,11.7
2024-07-30 21:42:26.000,74.3,1685.7,5.7,9.6
2024-07-30 21:43:26.000,69.0,1917.6,4.2,9.4
2024-07-30 21:44:26.000,78.0,1533.3,4.5,13.0
2024-07-30 21:45:26.000,82.7,1895.5,5.3,11.9
2024-07-30 21:46:26.000,81.1,1092.5,5.3,10.1
2024-07-30 21:47:26.000,73.9,1367.0,5.5,6.7
2024-07-30 21:48:26.000,82.5,1413.4,6.1,10.7
2024-07-30 21:49:26.000,75.7,1465.6,3.6,11.4
2024-07-30 21:50:26.000,73.3,1525.2,4.0,4.5
2024-07-30 21:51:26.000,71.9,1707.3,5.2,10.5
2024-07-30 21:52:26.000,73.5,1366.6,4.3,9.2
2024-07-30 21:53:26.000,73.1,1541.7,8.4,9.6
2024-07-30 21:54:26.000,75.9,1486.5,5.5,8.2
2024-07-30 21:55:26.000,75.8,1222.2,4.9,9.7
2024-07-30 21:56:26.000,75.0,1465.9,4.5,12.8
2024-07-30 21:57:26.000,77.2,1456.9,4.5,9.1
2024-07-30 21:58:26.000,81.0,1450.5,5.0,11.9
2024-07-30 21:59:26.000,79.7,1509.5,5.1,8.4
2024-07-30 22:00:26.000,67.6,1522.7,4.5,11.5
2024-07-30 22:01:26.000,62.2,1370.3,4.7,10.0
2024-07-30 22:02:26.000,79.7,1881.8,6.3,10.7
2024-07-30 22:03:26.000,68.2,1149.2,6.4,10.0
2024-07-30 22:04:26.000,73.9,1283.7,5.3,11.3
2024-07-30 22:05:26.000,69.1,2334.0,3.7,4.9
2024-07-30 22:06:26.000,66.0,1188.6,5.5,7.2
2024-07-30 22:07:26.000,77.7,1093.9,6.6,10.8
2024-07-30 22:08:26.000,78.8,1720.3,6.4,5.9
2024-07-30 22:09:26.000,72.1,876.9,5.7,8.9
2024-07-30 22:10:26.000,62.0,1429.4,6.4,9.9
2024-07-30 22:11:26.000,72.3,2143.7,5.1,8.3
2024-07-30 22:12:26.000,77.0,1036.5,5.6,8.6
2024-07-30 22:13:26.000,67.6,905.4,4.3,10.5
2024-07-30 22:14:26.000,75.9,1050.2,5.3,12.0
2024-07-30 22:15:26.000,74.9,1769.5,6.3,8.1
2024-07-30 22:16:26.000,77.9,1837.4,4.4,8.8
2024-07-30 22:17:26.000,75.6,1346.2,4.1,8.5
2024-07-30 22:18:26.000,70.1,1705.0,5.1,5.2
2024-07-30 22:19:26.000,81.0,1917.1,4.8,10.3
2024-07-30 22:20:26.000,74.2,2036.2,5.6,11.9
2024-07-30 22:21:26.000,74.9,1426.1,4.5,12.0
2024-07-30 22:22:26.000,70.3,809.6,6.7,8.3
2024-07-30 22:23:26.000,72.8,1253.7,3.7,7.5
2024-07-30 22:24:26.000,70.6,1372.0,6.3,10.0
2024-07-30 22:25:26.000,74.1,1422.3,4.2,11.7
2024-07-30 22:26:26.000,83.6,1443.6,3.2,10.3
2024-07-30 22:27:26.000,68.1,1835.7,5.2,10.6
2024-07-30 22:28:26.000,66.9,1882.3,4.7,12.3
2024-07-30 22:29:26.000,82.4,1448.5,3.9,8.5
2024-07-30 22:30:26.000,74.0,1829.5,3.3,9.6
2024-07-30 22:31:26.000,71.7,1607.3,5.0,13.3
2024-07-30 22:32:26.000,80.2,1519.4,6.0,9.6
2024-07-30 22:33:26.000,72.0,1772.0,5.6,7.5
2024-07-30 22:34:26.000,84.1,1521.7,5.1,8.7
2024-07-30 22:35:26.000,78.4,2117.3,5.5,8.1
2024-07-30 22:36:26.000,72.6,1068.5,5.0,10.7
2024-07-30 22:37:26.000,85.8,1345.4,3.6,8.2
2024-07-30 22:38:26.000,72.0,1462.0,3.6,10.5
2024-07-30 22:39:26.000,78.7,1631.8,4.8,8.5
2024-07-30 22:40:26.000,76.5,1880.4,4.8,5.8
2024-07-30 22:41:26.000,81.5,1492.7,5.9,10.6
2024-07-30 22:42:26.000,82.8,1073.3,5.8,10.3
2024-07-30 22:43:26.000,75.2,1752.8,5.6,11.0
2024-07-30 22:44:26.000,71.2,1726.5,4.7,8.7
2024-07-30 22:45:26.000,77.3,917.4,3.6,8.4
2024-07-30 22:46:26.000,71.6,1498.9,5.4,10.8
2024-07-30 22:47:26.000,85.1,1023.0,5.5,13.0
2024-07-30 22:48:26.000,75.7,1300.6,2.6,10.0
2024-07-30 22:49:26.000,73.2,1229.2,4.2,10.8
2024-07-30 22:50:26.000,75.9,1742.8,4.3,9.4
2024-07-30 22:51:26.000,68.3,1535.0,5.1,6.9
2024-07-30 22:52:26.000,70.1,1114.3,4.2,11.9
2024-07-30 22:53:26.000,81.0,1764.0,5.0,11.8
2024-07-30 22:54:26.000,71.7,1069.9,4.8,11.4
2024-07-30 22:55:26.000,69.8,1599.0,4.8,9.6
2024-07-30 22:56:26.000,77.7,1255.8,4.3,11.2
2024-07-30 22:57:26.000,80.9,1390.3,4.4,11.8
2024-07-30 22:58:26.000,78.6,1651.3,3.9,13.2
2024-07-30 22:59:26.000,80.0,1656.4,5.4,12.0
2024-07-30 23:00:26.000,71.2,1901.1,5.6,10.1
2024-07-30 23:01:26.000,67.9,1475.3,4.2,7.4
2024-07-30 23:02:26.000,82.5,1591.9,6.5,10.3
2024-07-30 23:03:26.000,73.4,1368.7,4.7,10.5
2024-07-30 23:04:26.000,73.7,1554.6,6.5,11.4
2024-07-30 23:05:26.000,81.6,1631.8,4.4,12.7
2024-07-30 23:06:26.000,77.8,1470.5,3.0,9.8
2024-07-30 23:07:26.000,77.3,958.9,5.4,14.2
2024-07-30 23:08:26.000,85.8,1599.4,5.2,6.5
2024-07-30 23:09:26.000,71.8,1609.4,5.0,10.8
2024-07-30 23:10:26.000,79.6,1295.9,4.4,8.4
2024-07-30 23:11:26.000,75.3,1114.7,5.0,6.2
2024-07-30 23:12:26.000,76.3,1942.8,4.5,9.6
2024-07-30 23:13:26.000,82.6,1647.4,4.7,7.1
2024-07-30 23:14:26.000,77.5,1431.3,5.8,9.7
2024-07-30 23:15:26.000,77.7,1158.9,5.2,10.1
2024-07-30 23:16:26.000,80.4,1253.5,5.6,12.2
2024-07-30 23:17:26.000,73.2,1890.8,4.8,7.0
2024-07-30 23:18:26.000,70.8,1541.3,4.7,11.8
2024-07-30 23:19:26.000,69.8,1334.8,3.8,10.2
2024-07-30 23:20:26.000,65.2,1652.9,4.6,12.1
2024-07-30 23:21:26.000,85.3,1255.7,1.7,9.1
2024-07-30 23:22:26.000,69.5,1950.3,4.4,7.3
2024-07-30 23:23:26.000,73.9,1905.8,4.9,7.6
2024-07-30 23:24:26.000,73.6,1360.0,5.6,7.4
2024-07-30 23:25:26.000,76.5,1311.4,4.7,11.0
2024-07-30 23:26:26.000,79.1,714.6,5.3,13.0
2024-07-30 23:27:26.000,79.3,1055.5,2.8,8.9
2024-07-30 23:28:26.000,72.1,1098.2,4.9,11.3
2024-07-30 23:29:26.000,74.2,1540.6,3.3,7.0
2024-07-30 23:30:26.000,76.4,1402.1,3.8,10.4
2024-07-30 23:31:26.000,73.8,1096.4,4.8,11.3
2024-07-30 23:32:26.000,83.0,1415.7,6.3,7.1
2024-07-30 23:33:26.000,77.5,1651.6,5.4,9.6
2024-07-30 23:34:26.000,78.7,1658.4,5.0,11.4
2024-07-30 23:35:26.000,78.3,930.1,5.0,4.1
2024-07-30 23:36:26.000,80.9,1461.5,4.3,12.7
2024-07-30 23:37:26.000,75.9,1085.0,4.5,10.7
2024-07-30 23:38:26.000,68.5,1770.5,5.4,11.4
2024-07-30 23:39:26.000,77.0,1735.2,3.6,9.2
2024-07-30 23:40:26.000,71.7,1230.6,5.6,6.6
2024-07-30 23:41:26.000,72.4,1270.2,4.6,11.1
2024-07-30 23:42:26.000,77.9,1361.6,5.8,9.8
2024-07-30 23:43:26.000,81.2,824.2,6.0,10.1
2024-07-30 23:44:26.000,75.1,1600.8,3.3,12.2
2024-07-30 23:45:26.000,76.5,1418.1,4.4,11.5
2024-07-30 23:46:26.000,83.5,1791.1,4.1,13.8
2024-07-30 23:47:26.000,76.2,1170.5,3.2,10.3
2024-07-30 23:48:26.000,88.0,1314.3,4.0,8.6
2024-07-30 23:49:26.000,77.8,1048.0,7.4,9.6
2024-07-30 23:50:26.000,66.2,1198.7,5.6,10.8
